date,hour,ma_ck,title,weekday,title_new
2023-02-10,14.2,VSF,VSF: Bổ nhiệm ông Nguyễn Văn Hiển giữ chức Phó TGĐ từ 09/02/2023,Friday,bổ_nhiệm nguyễn_văn_hiển giữ chức tgđ
2023-02-02,14.4,VSF,VSF: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-27,9.1,VST,"VST: Công bố thông tin Giấy chứng nhận đăng ký chứng khoán, đăng ký thay đổi lần 5",Monday,công_bố thông_tin giấy chứng_nhận đăng_ký chứng_khoán đăng_ký thay_đổi
2023-02-16,14.5,VST,VST: Nghị quyết HĐQT v/v đăng ký tăng vốn điều lệ,Thursday,nghị_quyết hđqt v v đăng_ký tăng vốn
2023-02-10,14.2,VST,VST: Công ty TNHH Mua bán nợ Việt Nam đã mua 4.000.000 CP,Friday,công_ty tnhh mua_bán nợ việt nam đã mua
2023-02-02,15.0,VST,VST: Số lượng cổ phiếu có quyền biểu quyết đang lưu hành là 66.999.337 CP,Thursday,số_lượng cổ_phiếu có quyền biểu_quyết đang lưu_hành là
2023-02-02,15.0,VST,VST: Đã phát hành 4.000.000 cổ phiêu để hoán đổi nợ,Thursday,đã phát_hành cổ phiêu hoán đổi nợ
2023-01-27,14.5,VST,VST: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-01-17,10.4,VST,VST: Công đoàn CTCP Vận tải và Thuê tàu biển Việt Nam đăng ký bán 30.000 CP,Tuesday,công_đoàn ctcp vận_tải thuê tàu_biển việt nam đăng_ký bán
2023-01-16,13.5,VST,VST: Công đoàn CTCP Vận tải và Thuê tàu biển Việt Nam đã bán 26.000 CP,Monday,công_đoàn ctcp vận_tải thuê tàu_biển việt nam đã bán
2023-02-27,9.2,VTG,VTG: Nghị quyết HĐQT v/v giải thể chi nhánh TP.HCM,Monday,nghị_quyết hđqt v v giải_thể chi_nhánh tp
2023-02-01,16.3,VTG,VTG: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-17,15.0,VTG,VTG: Ký hợp đồng kiểm toán để thực hiện kiểm toán Báo cáo tài chính năm 2022,Tuesday,ký hợp_đồng kiểm_toán thực_hiện kiểm_toán báo_cáo tài_chính
2023-01-18,15.3,VTI,VTI: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-27,9.1,VTR,VTR: Thay đổi giấy đăng ký kinh doanh,Monday,thay_đổi giấy đăng_ký
2023-02-24,19.0,VTR,"Sau khi tăng vốn điều lệ, ai là cổ đông lớn của Vietravel?",Saturday,sau khi tăng vốn điều_lệ là cổ_đông lớn
2023-02-22,15.3,VTR,VTR: Giấy chứng nhận đăng ký chứng khoán thay đổi lần 7,Wednesday,giấy chứng_nhận đăng_ký chứng_khoán thay_đổi
2023-02-16,15.0,VTR,VTR: Quyết định v/v tăng vốn điều lệ sau khi kết thúc đợt phát hành cổ phiếu hoán đổi nợ và chào bán cổ phiếu riêng lẻ,Thursday,quyết_định v v tăng vốn điều_lệ sau khi kết_thúc đợt phát_hành cổ_phiếu hoán đổi nợ chào bán cổ_phiếu
2023-02-16,15.0,VTR,VTR: Sửa đổi bổ sung điều lệ tổ chức và hoạt động Công ty,Thursday,sửa_đổi bổ_sung điều_lệ tổ_chức hoạt_động
2023-02-16,14.2,VTR,"VTR: CTCP Tập đoàn Hưng Thịnh được hoán đổi nợ thành 6.000.000 CP, trở thành CĐL từ 07/02/2023",Thursday,ctcp tập_đoàn hưng_thịnh được hoán đổi nợ thành cp trở_thành cđl
2023-02-10,19.5,VTR,"Tập đoàn Hưng Thịnh trở thành cổ đông lớn sở hữu 20,5% vốn cổ phần của Vietravel",Friday,tập_đoàn hưng_thịnh trở_thành cổ_đông lớn sở_hữu vốn cổ_phần
2023-02-10,16.0,VTR,Chủ tịch HĐQT Nguyễn Quốc Kỳ trở thành cổ đông lớn tại Vietravel (VTR) sau đợt chào bán riêng lẻ,Friday,chủ_tịch hđqt nguyễn_quốc_kỳ trở_thành cổ_đông lớn vietravel sau đợt chào bán
2023-02-10,14.2,VTR,VTR: Ông Võ Quang Liên Kha - Ủy viên HĐQT đã mua 529.300 CP,Friday,võ quang kha ủy_viên hđqt đã mua
2023-02-10,14.2,VTR,VTR: Ông Nguyễn Thị Lê Hương - Ủy viên HĐQT đã mua 529.500 CP,Friday,nguyễn_thị lê_hương ủy_viên hđqt đã mua
2023-02-10,14.2,VTR,VTR: Ông Đỗ Thanh Hùng - Giám đốc tài chính đã mua 349.400 CP,Friday,đỗ thanh hùng giám_đốc tài_chính đã mua
2023-02-10,14.2,VTR,VTR: Ông Huỳnh Phan Phương Hoàng - Phó Tổng Giám đốc đã mua 92.100 CP,Friday,huỳnh phan_phương hoàng tổng_giám_đốc đã mua
2023-02-10,14.2,VTR,VTR: Ông Nguyễn Hà Trung - Phó Tổng Giám đốc đã mua 108.100 CP,Friday,nguyễn_hà trung tổng_giám_đốc đã mua
2023-02-10,14.2,VTR,VTR: Ông Trần Đoàn Thế Duy - Tổng Giám đốc đã mua 530.100 CP,Friday,trần duy tổng_giám_đốc đã mua
2023-02-10,14.2,VTR,VTR: Ông Nguyễn Quốc Kỳ - Chủ tịch HĐQT đã mua 2.916.800 CP,Friday,nguyễn_quốc_kỳ chủ_tịch hđqt đã mua
2023-02-09,14.4,VTR,VTR: Đã phát hành 12.000.000 cổ phiếu hoán đổi nợ và chào bán cổ phiếu riêng lẻ,Thursday,đã phát_hành cổ_phiếu hoán đổi nợ chào bán cổ_phiếu
2023-02-09,14.4,VTR,VTR: Số lượng cổ phiếu có quyền biểu quyết đang lưu hành là 28.658.247 CP,Thursday,số_lượng cổ_phiếu có quyền biểu_quyết đang lưu_hành là
2023-02-09,14.2,VTR,"TGĐ Vũ Đức Biên: 'Vietravel Airlines như con chim mà sau dịch Covid-19 chả còn cọng lông nào', lại thêm vụ Trung Quốc mở tour đến 20 nước nhưng không có Việt Nam",Thursday,tgđ vũ đức biên vietravel airlines chim sau dịch covid chả còn cọng lông lại thêm vụ trung_quốc mở tour nước không_có việt nam
2023-02-09,14.2,VTR,VTR: Bà Nguyễn Nguyệt Vân Khanh - Ủy viên HĐQT chưa mua CP,Thursday,nguyễn_nguyệt vân khanh ủy_viên hđqt chưa mua
2023-02-08,11.1,VTR,VTR: Nghị quyết HĐQT thông qua phương án xử lý cổ phiếu chưa phân phối hết trong đợt chào bán riêng lẻ,Wednesday,nghị_quyết hđqt thông_qua phương_án xử_lý cổ_phiếu chưa phân_phối hết đợt chào bán
2023-02-01,16.1,VTR,VTR: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-12,10.2,VTR,VTR: Ông Trần Đoàn Thế Duy - Tổng Giám đốc đăng ký mua 530.100 CP,Thursday,trần duy tổng_giám_đốc đăng_ký mua
2023-01-12,10.2,VTR,VTR: Bà Nguyễn Thị Lê Hương - Ủy viên HĐQT đăng ký mua 529.500 CP,Thursday,nguyễn_thị lê_hương ủy_viên hđqt đăng_ký mua
2023-01-12,10.2,VTR,VTR: Ông Võ Quang Liên Kha - Ủy viên HĐQT đăng ký mua 529.300 CP,Thursday,võ quang kha ủy_viên hđqt đăng_ký mua
2023-01-12,10.2,VTR,VTR: Ông Nguyễn Quốc Kỳ - Chủ tịch HĐQT đăng ký mua 2.916.800 CP,Thursday,nguyễn_quốc_kỳ chủ_tịch hđqt đăng_ký mua
2023-01-12,10.2,VTR,VTR: Bà Nguyễn Nguyệt Vân Khanh - Ủy viên HĐQT đăng ký mua 19.500 CP,Thursday,nguyễn_nguyệt vân khanh ủy_viên hđqt đăng_ký mua
2023-01-12,10.2,VTR,VTR: Ông Nguyễn Hà Trung - Phó Tổng Giám đốc đăng ký mua 108.100 CP,Thursday,nguyễn_hà trung tổng_giám_đốc đăng_ký mua
2023-01-12,10.2,VTR,VTR: Ông Huỳnh Phan Phương Hoàng - Phó Tổng Giám đốc đăng ký mua 92.100 CP,Thursday,huỳnh phan_phương hoàng tổng_giám_đốc đăng_ký mua
2023-01-12,10.2,VTR,VTR: Ông Đỗ Thanh Hùng - Giám đốc tài chính đăng ký mua 349.400 CP,Thursday,đỗ thanh hùng giám_đốc tài_chính đăng_ký mua
2023-01-19,13.4,VVN,VVN: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-18,8.1,X77,X77: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-09,13.2,XPH,XPH: Bổ nhiệm ông Lê Mạnh Cường giữ chức Phụ trách nhiệm vụ Kế toán trưởng từ 09/02/2023,Thursday,bổ_nhiệm lê mạnh cường giữ chức phụ_trách_nhiệm_vụ kế_toán_trưởng
2023-02-09,13.2,XPH,XPH: Quyết định duy trì diện bị hạn chế giao dịch trên hệ thống giao dịch UPCoM,Thursday,quyết_định duy_trì diện bị hạn_chế giao_dịch hệ_thống giao_dịch
2023-02-03,8.5,XPH,XPH: Giải trình liên quan đến Báo cáo tài chính giữa niên độ năm 2022,Friday,giải_trình liên_quan báo_cáo tài_chính niên độ
2023-02-02,13.4,XPH,XPH: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
